,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
210,5,13,4,8,2,9,6,5,4,12,4,7,3,8,5,10,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
211,1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8
212,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
213,7,13,6,8,3,10,7,2,5,11,5,6,2,10,5,11,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
214,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8
215,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,3,1,1,0,7,7,1,6,13,6,8,0,8,0,7
216,2,9,5,7,5,10,6,2,4,9,5,5,3,8,5,7,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8
217,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8
218,5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8
219,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,6,15,4,8,3,12,4,3,6,11,2,7,3,8,3,12
220,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,5,6,6,4,3,7,6,2,7,7,6,9,0,9,4,8
221,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8
222,1,3,2,2,0,7,8,1,6,13,6,8,0,8,0,8,5,12,4,6,2,11,5,3,6,12,3,7,2,9,4,11
223,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
224,7,12,5,6,2,9,6,5,5,13,3,8,3,7,5,10,7,13,6,7,3,12,5,2,6,12,3,6,2,10,4,12
225,1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8
226,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7
227,1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
228,7,12,5,6,2,9,6,5,5,13,3,8,3,7,5,10,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11
229,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,4,10,7,8,8,10,8,1,6,9,5,5,3,8,7,6
230,3,11,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7
231,7,14,5,8,2,9,7,6,4,13,3,7,3,7,6,11,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
232,2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,4,7,6,8,5,8,8,5,6,7,7,7,4,8,9,9
233,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
234,3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,2,8,5,6,5,9,6,3,5,8,5,5,5,8,5,5
235,3,9,4,7,2,7,7,0,8,14,6,8,0,8,1,8,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8
236,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8
237,1,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8
238,1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
239,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,2,9,5,0,8,14,5,10,0,8,1,9
240,6,10,8,7,5,7,6,2,8,7,6,8,0,9,4,8,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7
241,3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
242,2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8
243,2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8
244,1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,2,11,2,8,4,7,7,0,7,7,6,8,0,8,2,8
245,4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
246,7,13,5,8,3,10,4,5,4,13,3,9,3,8,4,9,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8
247,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7
248,4,10,5,8,3,8,6,0,8,13,6,9,1,6,3,8,4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5
249,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
250,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8
251,7,14,6,8,4,10,7,2,5,11,5,6,2,9,5,12,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9
252,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,6,10,7,8,4,8,4,1,6,7,7,8,1,10,4,8
253,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6
254,5,12,5,6,3,6,11,3,5,13,6,4,1,8,5,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
255,4,9,4,4,2,8,8,2,4,12,5,6,1,10,5,11,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8
256,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,5,11,6,8,4,9,6,0,8,13,5,9,0,8,1,9
257,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,2,7,3,5,1,6,8,1,8,14,7,7,0,8,1,7
258,6,11,7,8,5,7,8,1,8,7,6,8,0,7,4,8,3,6,4,4,2,6,9,0,6,13,7,7,0,8,1,7
259,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7
260,3,11,4,8,2,7,7,0,8,14,6,8,0,8,1,8,1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8
261,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7
262,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
263,5,9,6,7,4,7,6,2,7,7,6,9,0,9,4,8,4,9,5,7,3,7,8,2,8,7,6,8,0,7,4,8
264,2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,5,11,6,8,4,9,6,0,8,13,5,9,0,8,1,9
265,1,1,1,1,0,7,7,2,8,7,6,8,0,8,3,8,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7
266,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8
267,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,7,10,9,8,5,9,5,3,7,6,7,4,0,9,4,7
268,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,5,12,5,7,3,9,8,3,6,13,4,5,2,8,5,10
269,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
270,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8
271,3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,2,8,2,6,3,7,7,0,7,7,6,8,0,8,3,8
272,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
273,3,7,4,5,1,8,5,0,8,14,6,10,0,7,1,8,3,11,4,9,2,6,8,0,7,13,7,8,0,8,1,7
274,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,7
275,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,3,7,7,0,7,13,6,8,0,8,1,8
276,2,9,3,7,2,7,7,0,7,13,6,8,0,8,1,8,4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8
277,1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8,1,4,1,3,1,7,7,1,8,7,6,9,0,8,3,8
278,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6
279,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,5,8,6,9,6,7,8,5,6,7,7,7,3,9,9,9
280,1,3,2,1,0,7,7,1,7,13,6,8,0,8,1,8,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9
281,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7
282,2,6,3,4,2,7,7,0,6,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
283,3,8,4,6,2,6,9,0,7,13,7,7,0,8,1,7,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
284,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,4,7,5,8,5,8,9,4,4,7,7,9,4,7,7,6
285,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8
286,6,10,6,6,3,8,8,3,5,13,4,5,2,9,5,11,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
287,3,8,4,6,2,7,9,0,8,14,6,6,0,9,1,7,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8
288,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
289,7,13,6,8,3,10,7,2,5,11,5,6,2,10,5,11,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
290,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8
291,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
292,3,5,4,6,4,7,8,5,5,6,8,7,3,10,8,8,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11
293,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,6,3,4,2,7,7,0,8,13,6,8,0,8,1,8
294,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,7,14,6,8,4,10,7,2,5,11,5,6,2,9,5,12
295,2,6,3,4,2,7,7,0,8,13,6,8,0,8,1,8,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,7
296,1,3,1,2,0,7,7,1,8,7,6,8,0,8,3,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
297,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
298,6,8,7,10,7,8,9,4,5,7,7,8,3,7,9,7,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
299,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,7,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8
300,2,9,2,6,2,7,7,0,8,7,6,8,0,8,3,8,7,12,5,7,3,10,5,4,5,12,3,7,3,8,5,10
301,3,11,5,8,6,10,6,1,4,9,4,4,3,8,5,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
302,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9
303,5,7,6,8,6,7,9,4,5,8,7,7,4,8,9,10,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8
304,3,10,4,7,3,9,5,0,7,13,5,9,0,7,2,9,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2
305,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
306,2,7,3,5,2,7,7,0,6,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
307,1,6,1,4,2,7,7,0,7,7,6,8,0,8,3,8,1,6,2,4,2,7,7,1,8,7,6,9,0,8,3,8
308,7,12,5,6,2,10,5,6,4,13,3,9,3,8,4,9,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8
309,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,3,5,5,6,4,8,7,4,6,6,6,7,3,9,8,9
310,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8
311,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,5,12,5,6,3,6,11,3,5,13,6,4,1,8,5,8
312,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8
313,0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8
314,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1,9,1,7,2,8,7,0,8,7,6,7,0,8,3,7
315,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
316,3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7,2,11,2,8,4,7,7,0,7,7,6,8,0,8,2,8
317,7,12,5,6,3,11,4,5,5,13,3,8,3,7,4,9,6,12,6,7,4,9,8,2,5,11,5,6,3,9,6,11
318,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
319,4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7,4,6,6,7,5,9,8,5,6,7,6,8,3,9,8,8
320,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8
321,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8
322,2,5,4,4,1,7,7,0,8,14,6,9,0,8,1,8,3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7
323,1,1,1,3,0,7,7,1,8,7,6,8,0,8,3,8,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7
324,2,9,2,7,2,7,7,0,8,7,6,9,0,8,3,8,1,1,1,3,1,8,7,1,7,7,6,7,0,8,2,7
325,1,9,2,6,3,8,7,0,7,7,6,7,0,8,2,7,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
326,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7,3,10,4,7,2,7,7,0,8,14,6,8,0,8,1,8
327,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6
328,1,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8
329,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7
330,2,9,3,7,3,7,7,0,7,7,6,8,0,8,3,8,1,6,3,4,3,9,6,3,4,7,6,5,3,8,5,5
331,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,2,8,5,6,5,9,6,3,5,8,5,5,5,8,5,5
332,2,8,3,6,2,9,6,0,7,13,5,9,0,8,1,8,2,11,2,8,2,7,7,0,9,7,6,8,0,8,3,8
333,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,4,1,3,1,7,7,1,8,7,6,9,0,8,3,8
334,3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
335,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
336,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11
337,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8
338,2,8,3,6,1,7,7,0,8,14,6,8,0,8,1,7,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8
339,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,3,1,7,7,0,7,13,6,8,0,8,0,8
340,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,5,11,4,6,2,8,8,2,5,13,4,5,2,9,5,9
341,1,3,1,2,0,7,8,0,6,12,6,8,0,8,0,7,4,10,6,8,4,5,6,2,6,7,7,12,0,9,4,9
342,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
343,1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8,2,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8
344,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7
345,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7
346,2,5,3,3,1,7,8,1,7,14,6,7,0,8,1,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
347,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8
348,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8
349,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8
350,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8
351,3,9,4,7,2,7,7,0,8,14,6,8,0,8,1,8,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8
352,3,8,6,6,5,8,8,4,5,9,6,4,5,10,4,6,4,10,6,8,7,10,8,2,6,9,4,4,4,8,7,4
353,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,6,14,6,8,3,8,7,2,5,13,4,5,2,8,6,10
354,2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,3,9,5,6,5,9,5,3,5,7,6,5,6,6,5,6
355,1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7
356,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
357,1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8,0,3,1,1,0,7,7,1,6,13,6,8,0,8,0,7
358,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8
359,5,10,6,8,3,9,6,2,7,7,6,5,0,8,4,7,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
360,4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8
361,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8
362,1,9,2,6,3,8,7,0,7,7,6,7,0,8,2,7,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8
363,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
364,1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,7,11,9,8,6,10,5,2,7,7,7,4,0,9,4,7
365,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,1,1,2,0,7,7,2,6,7,6,8,0,8,2,8
366,5,6,7,7,6,7,9,4,5,7,7,7,3,8,8,8,6,11,8,8,5,10,5,2,6,6,7,4,0,10,4,7
367,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8
368,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,5,11,4,6,2,8,8,2,5,13,4,5,2,9,5,9
369,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
370,1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,7,4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8
371,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,3,10,6,8,7,10,6,2,5,8,4,5,3,8,5,7
372,4,6,5,7,5,8,9,4,5,8,7,8,4,7,8,7,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
373,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
374,1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7,1,7,1,5,1,8,7,0,8,7,6,7,0,8,3,7
375,3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
376,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
377,4,11,3,6,2,10,5,4,4,12,3,7,3,8,5,10,3,9,5,6,3,7,7,0,7,13,6,9,0,8,1,8
378,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8,2,9,3,7,2,7,7,0,7,13,6,8,0,8,1,8
379,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,3,0,1,0,7,7,1,7,7,6,8,0,8,2,8
380,7,15,5,8,3,10,5,6,4,13,3,7,3,8,5,10,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
381,0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
382,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8
383,6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8
384,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
385,7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11
386,1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8
387,1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
388,6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
389,6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8
390,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,8,4,7,5,5,3,8,8,2,8,7,6,7,0,8,4,7
391,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7
392,5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8
393,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,4,3,2,1,7,7,1,8,14,6,8,0,8,1,8
394,2,9,3,7,2,9,7,0,7,13,5,8,0,8,1,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
395,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8
396,5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8
397,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,1,1,1,3,1,8,7,1,7,7,6,7,0,8,2,7
398,3,11,4,8,3,8,6,0,7,13,6,9,0,7,2,8,1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8
399,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8
400,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,6,12,4,6,2,11,3,4,6,11,2,7,3,8,3,12
401,3,6,5,7,4,8,8,4,5,7,6,8,3,8,8,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
402,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
403,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8
404,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8
405,5,10,6,8,4,7,8,1,7,7,6,8,0,8,4,8,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7
406,6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8,4,10,6,8,4,7,7,0,8,13,6,8,0,8,1,8
407,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
408,2,8,4,6,4,10,6,1,4,8,5,5,3,8,5,7,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8
409,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8
410,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
411,3,10,4,7,3,9,5,0,7,13,5,9,0,7,2,9,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8
412,2,8,3,6,2,7,7,0,7,12,6,8,0,8,1,8,2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7
413,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8
414,4,5,6,6,5,7,9,4,5,7,7,8,3,7,8,8,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8
415,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,4,7,6,8,6,9,8,5,5,7,5,7,3,8,9,8
416,5,10,5,5,3,8,8,3,5,12,5,6,2,10,5,10,6,11,7,8,5,7,8,1,8,7,6,8,0,7,4,8
417,7,13,6,7,3,12,5,2,6,12,3,6,2,10,4,12,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8
418,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
419,1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,4,7,6,8,6,8,8,5,6,7,5,8,3,9,8,9
420,7,13,5,8,3,10,4,5,4,13,3,9,3,8,4,9,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8
