,1,2,3,4,5,6,7,8
410,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22
411,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42
412,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42
413,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22
414,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27
415,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27
416,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22
417,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28
418,0.49,0.37,0.59,0.17,0.5,0.0,0.51,0.22
419,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28
420,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37
421,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37
422,0.5,0.45,0.49,0.15,0.5,0.0,0.55,0.43
423,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22
424,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42
425,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22
426,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42
427,0.34,0.35,0.61,0.19,0.5,0.0,0.52,0.25
428,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22
429,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22
430,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25
431,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22
432,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22
433,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26
434,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47
435,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22
436,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22
437,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32
438,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32
439,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27
440,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22
441,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22
442,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22
443,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22
444,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22
445,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22
446,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22
447,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22
448,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22
449,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27
450,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22
451,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22
452,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22
453,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22
454,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22
455,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25
456,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26
457,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22
458,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25
459,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22
460,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26
461,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22
462,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28
463,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11
464,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25
465,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26
466,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45
467,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22
468,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3
469,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26
470,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63
471,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22
472,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22
473,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32
474,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32
475,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27
476,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55
477,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22
478,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4
479,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22
480,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26
481,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25
482,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31
483,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22
484,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28
485,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22
486,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22
487,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27
488,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25
489,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3
490,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31
491,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33
492,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22
493,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25
494,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41
495,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22
496,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22
497,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37
498,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31
499,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22
500,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22
501,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27
502,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27
503,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22
504,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22
505,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22
506,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32
507,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22
508,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22
509,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31
510,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22
511,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22
512,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3
513,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3
514,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22
515,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22
516,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26
517,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22
518,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22
519,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33
520,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22
521,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25
522,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22
523,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37
524,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22
525,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42
526,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22
527,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22
528,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31
529,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22
530,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22
531,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25
532,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26
533,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75
534,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22
535,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22
536,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33
537,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25
538,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47
539,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43
540,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22
541,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26
542,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27
543,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27
544,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26
545,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27
546,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22
547,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22
548,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26
549,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22
550,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22
551,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26
552,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52
553,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25
554,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56
555,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41
556,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22
557,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22
558,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22
559,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22
560,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22
561,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26
562,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22
563,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22
564,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22
565,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27
566,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22
567,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28
568,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22
569,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22
570,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22
571,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33
572,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22
573,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22
574,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22
575,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4
576,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22
577,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22
578,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22
579,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22
580,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22
581,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22
582,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27
583,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36
584,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25
585,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44
586,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43
587,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65
588,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22
589,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43
590,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36
591,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22
592,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22
593,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22
594,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25
595,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31
596,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3
597,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43
598,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36
599,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22
600,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38
601,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22
602,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22
603,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22
604,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22
605,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11
606,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22
607,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22
608,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22
609,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24
610,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22
611,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28
612,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22
613,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33
614,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11
615,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26
616,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11
617,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21
618,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22
619,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22
620,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28
621,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22
622,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22
623,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22
624,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22
625,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27
626,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27
627,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27
628,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22
629,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31
630,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22
631,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33
632,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22
633,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22
634,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22
635,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36
636,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22
637,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22
638,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33
639,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22
640,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22
641,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22
642,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22
643,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28
644,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32
645,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51
646,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22
647,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22
648,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22
649,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22
650,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22
651,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22
652,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22
653,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22
654,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22
655,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22
656,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46
657,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22
658,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22
659,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22
660,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28
661,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22
662,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35
663,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22
664,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22
665,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22
666,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22
667,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26
668,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22
669,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22
670,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27
671,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22
672,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27
673,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22
674,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36
675,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31
676,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22
677,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36
678,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37
679,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27
680,0.48,0.54,0.53,0.6,0.5,0.0,0.53,0.31
681,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55
682,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19
683,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29
684,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29
685,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31
686,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22
687,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22
688,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3
689,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27
690,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26
691,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57
692,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75
693,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31
694,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26
695,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22
696,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28
697,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22
698,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36
699,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48
700,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21
701,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22
702,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64
703,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22
704,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3
705,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25
706,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31
707,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22
708,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32
709,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22
710,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22
711,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22
712,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32
713,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22
714,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22
715,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22
716,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65
717,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53
718,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22
719,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22
720,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22
721,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26
722,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35
723,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31
724,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22
725,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22
726,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22
727,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26
728,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22
729,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22
730,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22
731,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27
732,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22
733,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31
734,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22
735,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31
736,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22
737,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22
738,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25
739,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22
740,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37
741,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37
742,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35
743,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22
744,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22
745,0.74,0.89,0.32,0.24,0.5,0.0,0.54,0.32
746,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22
747,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22
748,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27
749,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22
750,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22
751,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27
752,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32
753,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27
754,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27
755,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22
756,0.48,0.45,0.59,0.35,0.5,0.0,0.55,0.3
757,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31
758,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22
759,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22
760,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3
761,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22
762,0.57,0.49,0.5,0.2,0.5,0.0,0.51,0.28
763,0.62,0.43,0.49,0.29,0.5,0.0,0.5,0.27
764,0.45,0.41,0.49,0.14,1.0,0.0,0.53,0.3
765,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22
766,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51
767,0.46,0.46,0.53,0.23,0.5,0.0,0.51,0.22
768,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22
769,0.43,0.45,0.53,0.19,0.5,0.0,0.56,0.22
770,0.28,0.36,0.55,0.15,0.5,0.0,0.57,0.22
771,0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22
772,0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27
773,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27
774,0.38,0.62,0.52,0.14,0.5,0.0,0.53,0.22
775,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22
776,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25
777,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22
778,0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45
779,0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31
780,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3
781,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22
782,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3
783,0.5,0.42,0.57,0.49,0.5,0.0,0.48,0.27
784,0.59,0.61,0.51,0.62,0.5,0.0,0.51,0.38
785,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48
786,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36
787,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22
788,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22
789,0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22
790,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22
791,0.78,0.69,0.44,0.26,0.5,0.0,0.54,0.22
792,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43
793,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39
794,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31
795,0.55,0.51,0.54,0.2,0.5,0.0,0.56,0.22
796,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22
797,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22
798,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4
799,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31
800,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32
801,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27
802,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26
803,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22
804,0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28
805,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33
806,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39
807,0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28
808,0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22
809,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27
810,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25
811,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22
812,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22
813,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22
814,0.42,0.65,0.58,0.34,0.5,0.0,0.5,0.22
815,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27
816,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27
817,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22
818,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4
819,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22
820,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22
