0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-1.0,1.0,25.67,0.29,1.0,8.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,160.0,1.0
-1.0,1.0,25.67,2.21,1.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,188.0,1.0
-1.0,1.0,25.67,3.25,2.0,8.0,8.0,2.29,0.0,1.0,1.0,1.0,2.0,416.0,22.0
-1.0,1.0,25.83,12.835,2.0,13.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,3.0
-1.0,1.0,25.92,0.875,2.0,4.0,4.0,0.375,0.0,1.0,2.0,1.0,2.0,174.0,4.0
-1.0,1.0,26.17,0.835,2.0,13.0,4.0,1.165,0.0,0.0,0.0,0.0,2.0,100.0,1.0
-1.0,1.0,26.17,12.5,1.0,4.0,8.0,1.25,0.0,0.0,0.0,1.0,2.0,0.0,18.0
-1.0,1.0,26.25,1.54,2.0,9.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,100.0,1.0
-1.0,1.0,26.33,13.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,140.0,1111.0
-1.0,1.0,26.67,14.585,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,178.0,1.0
-1.0,1.0,26.75,2.0,2.0,2.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,80.0,1.0
-1.0,1.0,26.75,4.5,1.0,8.0,5.0,2.5,0.0,0.0,0.0,0.0,2.0,200.0,1211.0
-1.0,1.0,26.83,0.54,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0
-1.0,1.0,26.92,2.25,2.0,3.0,5.0,0.5,0.0,0.0,0.0,1.0,2.0,640.0,4001.0
-1.0,1.0,27.25,0.625,2.0,6.0,4.0,0.455,1.0,0.0,0.0,1.0,2.0,200.0,1.0
-1.0,1.0,27.42,12.5,2.0,6.0,5.0,0.25,0.0,0.0,0.0,1.0,2.0,720.0,1.0
-1.0,1.0,27.58,3.25,1.0,11.0,8.0,5.085,0.0,1.0,2.0,1.0,2.0,369.0,2.0
-1.0,1.0,27.67,0.75,2.0,11.0,8.0,0.165,0.0,0.0,0.0,1.0,2.0,220.0,252.0
-1.0,1.0,27.75,1.29,2.0,4.0,8.0,0.25,0.0,0.0,0.0,1.0,1.0,140.0,1.0
-1.0,1.0,27.83,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,176.0,538.0
-1.0,1.0,27.83,1.5,2.0,9.0,4.0,2.25,0.0,1.0,1.0,1.0,2.0,100.0,4.0
-1.0,1.0,27.83,4.0,1.0,3.0,8.0,5.75,1.0,1.0,2.0,1.0,2.0,75.0,1.0
-1.0,1.0,28.0,3.0,2.0,9.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,300.0,68.0
-1.0,1.0,28.17,0.125,1.0,4.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,216.0,2101.0
-1.0,1.0,28.58,3.625,2.0,6.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,100.0,1.0
-1.0,1.0,28.67,14.5,2.0,2.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,287.0
-1.0,1.0,28.75,1.165,2.0,4.0,4.0,0.5,1.0,0.0,0.0,0.0,1.0,280.0,1.0
-1.0,1.0,28.75,1.5,1.0,8.0,4.0,1.5,1.0,0.0,0.0,1.0,2.0,0.0,226.0
-1.0,1.0,28.92,0.375,2.0,8.0,4.0,0.29,0.0,0.0,0.0,0.0,2.0,220.0,141.0
-1.0,1.0,29.17,3.5,2.0,9.0,4.0,3.5,1.0,1.0,3.0,1.0,2.0,329.0,1.0
-1.0,1.0,29.25,13.0,2.0,2.0,8.0,0.5,0.0,0.0,0.0,0.0,2.0,228.0,1.0
-1.0,1.0,29.42,1.25,2.0,8.0,8.0,0.25,0.0,1.0,2.0,1.0,2.0,400.0,109.0
-1.0,1.0,29.42,1.25,2.0,9.0,4.0,1.75,0.0,0.0,0.0,0.0,2.0,200.0,1.0
-1.0,1.0,29.5,0.58,2.0,9.0,4.0,0.29,0.0,1.0,1.0,0.0,2.0,340.0,2804.0
-1.0,1.0,29.58,4.75,2.0,7.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,460.0,69.0
-1.0,1.0,29.67,0.75,1.0,8.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,240.0,1.0
-1.0,1.0,29.83,1.25,1.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,224.0,1.0
-1.0,1.0,29.83,2.04,1.0,14.0,8.0,0.04,0.0,0.0,0.0,0.0,2.0,128.0,2.0
-1.0,1.0,29.83,3.5,2.0,8.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,216.0,1.0
-1.0,1.0,30.08,1.04,1.0,3.0,5.0,0.5,1.0,1.0,10.0,1.0,2.0,132.0,29.0
-1.0,1.0,30.17,1.085,1.0,8.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,170.0,180.0
-1.0,1.0,30.33,0.5,2.0,2.0,8.0,0.085,0.0,0.0,0.0,1.0,1.0,252.0,1.0
-1.0,1.0,30.58,2.71,1.0,7.0,4.0,0.125,0.0,0.0,0.0,1.0,1.0,80.0,1.0
-1.0,1.0,30.67,2.5,2.0,13.0,8.0,2.25,0.0,0.0,0.0,1.0,1.0,340.0,1.0
-1.0,1.0,30.75,1.585,2.0,2.0,4.0,0.585,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,1.0,31.0,2.085,2.0,8.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,300.0,1.0
-1.0,1.0,31.08,1.5,1.0,9.0,4.0,0.04,0.0,0.0,0.0,0.0,1.0,160.0,1.0
-1.0,1.0,31.08,3.085,2.0,8.0,4.0,2.5,0.0,1.0,2.0,1.0,2.0,160.0,42.0
-1.0,1.0,31.25,1.125,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,96.0,20.0
-1.0,1.0,31.25,2.835,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,176.0,147.0
-1.0,1.0,31.42,15.5,2.0,8.0,4.0,0.5,1.0,0.0,0.0,0.0,2.0,120.0,1.0
-1.0,1.0,31.57,0.04,1.0,2.0,4.0,4.25,0.0,0.0,0.0,1.0,2.0,460.0,1.0
-1.0,1.0,31.57,0.375,2.0,2.0,4.0,0.875,1.0,0.0,0.0,1.0,1.0,928.0,1.0
-1.0,1.0,31.57,0.5,2.0,8.0,5.0,0.835,1.0,0.0,0.0,1.0,1.0,320.0,1.0
-1.0,1.0,31.57,0.625,2.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,380.0,2011.0
-1.0,1.0,31.57,3.0,1.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
-1.0,1.0,31.57,4.0,1.0,3.0,4.0,0.085,0.0,0.0,0.0,1.0,2.0,411.0,1.0
-1.0,1.0,31.57,5.0,1.0,6.0,4.0,8.5,1.0,0.0,0.0,0.0,2.0,0.0,1.0
-1.0,1.0,31.58,0.75,1.0,6.0,4.0,3.5,0.0,0.0,0.0,1.0,2.0,320.0,1.0
-1.0,1.0,31.83,0.04,1.0,7.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,1.0
-1.0,1.0,31.83,2.5,2.0,6.0,4.0,7.5,1.0,0.0,0.0,1.0,2.0,523.0,1.0
-1.0,1.0,32.08,4.0,1.0,13.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,120.0,1.0
-1.0,1.0,32.25,14.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,160.0,2.0
-1.0,1.0,32.33,2.5,2.0,8.0,4.0,1.25,0.0,0.0,0.0,1.0,2.0,280.0,1.0
-1.0,1.0,32.33,3.5,2.0,4.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,232.0,1.0
-1.0,1.0,32.33,7.5,2.0,10.0,5.0,1.585,1.0,0.0,0.0,1.0,1.0,420.0,1.0
-1.0,1.0,32.42,2.165,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0
-1.0,1.0,32.42,3.0,2.0,2.0,4.0,0.165,0.0,0.0,0.0,1.0,2.0,120.0,1.0
-1.0,1.0,32.75,2.335,2.0,2.0,8.0,5.75,0.0,0.0,0.0,1.0,2.0,292.0,1.0
-1.0,1.0,32.92,2.5,2.0,6.0,4.0,1.75,0.0,1.0,2.0,1.0,2.0,720.0,1.0
-1.0,1.0,33.0,2.5,1.0,9.0,4.0,7.0,0.0,0.0,0.0,1.0,2.0,280.0,1.0
-1.0,1.0,33.58,0.25,2.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,420.0,1.0
-1.0,1.0,33.58,0.335,1.0,13.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,180.0,1.0
-1.0,1.0,33.67,1.25,2.0,9.0,4.0,1.165,0.0,0.0,0.0,0.0,2.0,120.0,1.0
-1.0,1.0,33.67,2.165,2.0,8.0,4.0,1.5,0.0,0.0,0.0,0.0,3.0,120.0,1.0
-1.0,1.0,33.75,2.75,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,1.0
-1.0,1.0,34.0,4.5,2.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,240.0,1.0
-1.0,1.0,34.0,5.085,1.0,3.0,5.0,1.085,0.0,0.0,0.0,1.0,2.0,480.0,1.0
-1.0,1.0,34.0,5.5,1.0,8.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,60.0,1.0
-1.0,1.0,34.08,2.5,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,460.0,17.0
-1.0,1.0,34.08,6.5,2.0,6.0,4.0,0.125,1.0,0.0,0.0,1.0,2.0,443.0,1.0
-1.0,1.0,34.17,2.75,2.0,3.0,5.0,2.5,0.0,0.0,0.0,1.0,2.0,232.0,201.0
-1.0,1.0,34.25,1.75,2.0,9.0,5.0,0.25,1.0,0.0,0.0,1.0,2.0,163.0,1.0
-1.0,1.0,34.42,1.335,2.0,3.0,5.0,0.125,0.0,0.0,0.0,1.0,2.0,440.0,4501.0
-1.0,1.0,34.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
-1.0,1.0,34.67,1.08,2.0,7.0,4.0,1.165,0.0,0.0,0.0,0.0,1.0,28.0,1.0
-1.0,1.0,34.75,2.5,2.0,13.0,5.0,0.5,0.0,0.0,0.0,0.0,2.0,348.0,1.0
-1.0,1.0,34.83,2.5,1.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,200.0,1.0
-1.0,1.0,34.83,4.0,2.0,2.0,5.0,12.5,1.0,0.0,0.0,1.0,2.0,184.0,1.0
-1.0,1.0,35.0,2.5,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,210.0,1.0
-1.0,1.0,35.0,3.375,2.0,8.0,8.0,8.29,0.0,0.0,0.0,1.0,2.0,0.0,1.0
-1.0,1.0,35.25,3.165,2.0,14.0,8.0,3.75,1.0,0.0,0.0,1.0,2.0,680.0,1.0
-1.0,1.0,35.25,16.5,1.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,80.0,1.0
-1.0,1.0,35.58,0.75,2.0,4.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,231.0,1.0
-1.0,1.0,35.75,2.415,2.0,9.0,4.0,0.125,0.0,1.0,2.0,0.0,2.0,220.0,2.0
-1.0,1.0,36.08,2.54,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1001.0
-1.0,1.0,36.17,0.42,1.0,9.0,4.0,0.29,0.0,0.0,0.0,1.0,2.0,309.0,3.0
-1.0,1.0,36.17,5.5,2.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,210.0,688.0
-1.0,1.0,36.17,18.125,2.0,9.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,320.0,3553.0
-1.0,1.0,36.33,3.79,2.0,9.0,4.0,1.165,1.0,0.0,0.0,1.0,2.0,200.0,1.0
-1.0,1.0,36.42,0.75,1.0,2.0,4.0,0.585,0.0,0.0,0.0,0.0,2.0,240.0,4.0
-1.0,1.0,36.5,4.25,2.0,11.0,4.0,3.5,0.0,0.0,0.0,0.0,2.0,454.0,51.0
-1.0,1.0,36.67,2.0,2.0,3.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,221.0,1.0
-1.0,1.0,37.17,4.0,2.0,8.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,280.0,1.0
-1.0,1.0,37.33,2.665,2.0,13.0,4.0,0.165,0.0,0.0,0.0,1.0,2.0,0.0,502.0
-1.0,1.0,37.5,0.835,2.0,10.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,120.0,6.0
-1.0,1.0,37.5,1.75,1.0,8.0,5.0,0.25,1.0,0.0,0.0,1.0,2.0,164.0,401.0
-1.0,1.0,37.75,7.0,2.0,11.0,8.0,11.5,1.0,1.0,7.0,1.0,2.0,300.0,6.0
-1.0,1.0,38.25,10.125,1.0,4.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,160.0,1.0
-1.0,1.0,38.42,0.705,2.0,8.0,4.0,0.375,0.0,1.0,2.0,0.0,2.0,225.0,501.0
-1.0,1.0,38.92,1.75,2.0,4.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,300.0,3.0
-1.0,1.0,39.17,2.5,1.0,3.0,8.0,10.0,0.0,0.0,0.0,1.0,1.0,200.0,1.0
-1.0,1.0,39.42,1.71,1.0,7.0,4.0,0.165,0.0,0.0,0.0,0.0,1.0,400.0,1.0
-1.0,1.0,39.5,1.625,2.0,8.0,4.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,317.0
-1.0,1.0,39.58,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,17.0,2.0
-1.0,1.0,39.83,0.5,2.0,7.0,4.0,0.25,1.0,0.0,0.0,0.0,1.0,288.0,1.0
-1.0,1.0,39.92,5.0,2.0,3.0,5.0,0.21,0.0,0.0,0.0,0.0,2.0,550.0,1.0
-1.0,1.0,40.58,1.5,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,1.0
-1.0,1.0,40.58,3.29,2.0,7.0,4.0,3.5,0.0,0.0,0.0,1.0,1.0,400.0,1.0
-1.0,1.0,40.92,0.5,1.0,7.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,130.0,1.0
-1.0,1.0,40.92,0.835,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,130.0,2.0
-1.0,1.0,40.92,2.25,1.0,14.0,8.0,10.0,1.0,0.0,0.0,1.0,2.0,176.0,1.0
-1.0,1.0,41.17,1.25,1.0,9.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,196.0
-1.0,1.0,41.17,1.335,2.0,2.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,168.0,1.0
-1.0,1.0,41.58,1.75,2.0,4.0,4.0,0.21,1.0,0.0,0.0,0.0,2.0,160.0,1.0
-1.0,1.0,42.75,3.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,201.0
-1.0,1.0,42.75,4.085,2.0,6.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,108.0,101.0
-1.0,1.0,42.83,1.25,2.0,7.0,4.0,13.875,0.0,1.0,1.0,1.0,2.0,352.0,113.0
-1.0,1.0,43.17,2.25,2.0,3.0,5.0,0.75,1.0,0.0,0.0,0.0,2.0,560.0,1.0
-1.0,1.0,43.17,5.0,2.0,3.0,5.0,2.25,0.0,0.0,0.0,1.0,2.0,141.0,1.0
-1.0,1.0,43.25,25.21,2.0,11.0,8.0,0.21,1.0,1.0,1.0,0.0,2.0,760.0,91.0
-1.0,1.0,44.25,0.5,2.0,7.0,4.0,10.75,1.0,0.0,0.0,0.0,1.0,400.0,1.0
-1.0,1.0,44.25,11.0,1.0,2.0,4.0,1.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,1.0,44.83,7.0,1.0,8.0,4.0,1.625,0.0,0.0,0.0,0.0,2.0,160.0,3.0
-1.0,1.0,45.17,1.5,2.0,8.0,4.0,2.5,1.0,0.0,0.0,1.0,2.0,140.0,1.0
-1.0,1.0,47.17,5.835,2.0,9.0,4.0,5.5,0.0,0.0,0.0,0.0,2.0,465.0,151.0
-1.0,1.0,47.33,6.5,2.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,229.0
-1.0,1.0,47.83,4.165,2.0,14.0,5.0,0.085,0.0,0.0,0.0,1.0,2.0,520.0,1.0
-1.0,1.0,48.08,3.75,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0,3.0
-1.0,1.0,48.75,26.335,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
-1.0,1.0,49.17,2.29,2.0,1.0,1.0,0.29,0.0,0.0,0.0,0.0,2.0,200.0,4.0
-1.0,1.0,49.58,19.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,94.0,1.0
-1.0,1.0,50.75,0.585,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,145.0,1.0
-1.0,1.0,51.83,2.04,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,2.0,120.0,2.0
-1.0,1.0,51.83,3.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,2.0,180.0,5.0
-1.0,1.0,52.33,1.375,1.0,8.0,8.0,9.46,1.0,0.0,0.0,1.0,2.0,200.0,101.0
-1.0,1.0,52.42,1.5,2.0,2.0,4.0,3.75,0.0,0.0,0.0,1.0,2.0,0.0,351.0
-1.0,1.0,54.83,15.5,2.0,10.0,9.0,0.0,1.0,1.0,20.0,0.0,2.0,152.0,131.0
-1.0,1.0,58.58,2.71,2.0,8.0,4.0,2.415,0.0,0.0,0.0,1.0,2.0,320.0,1.0
-1.0,1.0,62.5,12.75,1.0,8.0,8.0,5.0,1.0,0.0,0.0,0.0,2.0,112.0,1.0
-1.0,1.0,62.75,7.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0
-1.0,1.0,63.33,0.54,2.0,8.0,4.0,0.585,1.0,1.0,3.0,1.0,2.0,180.0,1.0
-1.0,1.0,69.17,9.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,70.0,7.0
-1.0,1.0,74.83,19.0,1.0,1.0,1.0,0.04,0.0,1.0,2.0,0.0,2.0,0.0,352.0
-1.0,1.0,80.25,5.5,2.0,8.0,4.0,0.54,1.0,0.0,0.0,0.0,2.0,0.0,341.0
1.0,0.0,15.83,0.585,2.0,8.0,8.0,1.5,1.0,1.0,2.0,0.0,2.0,100.0,1.0
1.0,0.0,17.58,9.0,2.0,6.0,4.0,1.375,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,0.0,17.83,11.0,2.0,14.0,8.0,1.0,1.0,1.0,11.0,0.0,2.0,0.0,3001.0
1.0,0.0,18.08,0.375,3.0,13.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,300.0,1.0
1.0,0.0,18.42,9.25,2.0,11.0,4.0,1.21,1.0,1.0,4.0,0.0,2.0,60.0,541.0
1.0,0.0,18.75,7.5,2.0,11.0,4.0,2.71,1.0,1.0,5.0,0.0,2.0,184.0,26727.0
1.0,0.0,18.83,4.415,1.0,8.0,8.0,3.0,1.0,0.0,0.0,0.0,2.0,240.0,1.0
1.0,0.0,18.83,9.5,2.0,9.0,4.0,1.625,1.0,1.0,6.0,1.0,2.0,40.0,601.0
1.0,0.0,18.83,9.54,2.0,6.0,4.0,0.085,1.0,0.0,0.0,0.0,2.0,100.0,1.0
1.0,0.0,18.92,9.0,2.0,6.0,4.0,0.75,1.0,1.0,2.0,0.0,2.0,88.0,592.0
1.0,0.0,18.92,9.25,1.0,8.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,80.0,501.0
1.0,0.0,19.17,8.585,2.0,13.0,8.0,0.75,1.0,1.0,7.0,0.0,2.0,96.0,1.0
1.0,0.0,19.67,0.21,2.0,11.0,8.0,0.29,1.0,1.0,11.0,0.0,2.0,80.0,100.0
1.0,0.0,20.08,0.125,2.0,11.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,240.0,769.0
1.0,0.0,20.33,10.0,2.0,8.0,8.0,1.0,1.0,1.0,4.0,0.0,2.0,50.0,1466.0
1.0,0.0,20.42,0.835,2.0,11.0,4.0,1.585,1.0,1.0,1.0,0.0,2.0,0.0,1.0
1.0,0.0,20.42,7.5,2.0,4.0,4.0,1.5,1.0,1.0,1.0,0.0,2.0,160.0,235.0
1.0,0.0,20.5,11.835,2.0,8.0,8.0,6.0,1.0,0.0,0.0,0.0,2.0,340.0,1.0
1.0,0.0,20.67,1.835,2.0,11.0,4.0,2.085,1.0,1.0,5.0,0.0,2.0,220.0,2504.0
1.0,0.0,20.67,3.0,2.0,11.0,4.0,0.165,1.0,1.0,3.0,0.0,2.0,100.0,7.0
1.0,0.0,20.75,10.25,2.0,11.0,4.0,0.71,1.0,1.0,2.0,1.0,2.0,49.0,1.0
1.0,0.0,20.75,10.335,2.0,13.0,8.0,0.335,1.0,1.0,1.0,1.0,2.0,80.0,51.0
1.0,0.0,20.83,3.0,2.0,6.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,100.0,1.0
1.0,0.0,21.25,2.335,2.0,3.0,5.0,0.5,1.0,1.0,4.0,0.0,1.0,80.0,1.0
1.0,0.0,21.5,6.0,2.0,6.0,4.0,2.5,1.0,1.0,3.0,0.0,2.0,80.0,919.0
1.0,0.0,21.67,11.5,1.0,5.0,3.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,1.0
1.0,0.0,22.42,5.665,2.0,11.0,4.0,2.585,1.0,1.0,7.0,0.0,2.0,129.0,3258.0
1.0,0.0,22.42,11.25,1.0,14.0,8.0,0.75,1.0,1.0,4.0,0.0,2.0,0.0,322.0
1.0,0.0,22.5,8.46,1.0,14.0,4.0,2.46,0.0,0.0,0.0,0.0,2.0,164.0,1.0
1.0,0.0,22.58,10.75,2.0,11.0,4.0,0.415,1.0,1.0,5.0,1.0,2.0,0.0,561.0
1.0,0.0,22.83,2.29,2.0,11.0,8.0,2.29,1.0,1.0,7.0,1.0,2.0,140.0,2385.0
1.0,0.0,22.92,11.585,2.0,13.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,80.0,1350.0
1.0,0.0,23.0,11.75,2.0,14.0,8.0,0.5,1.0,1.0,2.0,1.0,2.0,300.0,552.0
1.0,0.0,23.25,5.875,2.0,11.0,4.0,3.17,1.0,1.0,10.0,0.0,2.0,120.0,246.0
1.0,0.0,23.42,0.79,1.0,11.0,4.0,1.5,1.0,1.0,2.0,1.0,2.0,80.0,401.0
1.0,0.0,23.5,9.0,2.0,11.0,4.0,8.5,1.0,1.0,5.0,1.0,2.0,120.0,1.0
1.0,0.0,24.08,0.5,2.0,11.0,8.0,1.25,1.0,1.0,1.0,0.0,2.0,0.0,679.0
1.0,0.0,24.5,0.5,2.0,11.0,8.0,1.5,1.0,0.0,0.0,0.0,2.0,280.0,825.0
1.0,0.0,24.5,12.75,2.0,8.0,5.0,4.75,1.0,1.0,2.0,0.0,2.0,73.0,445.0
1.0,0.0,24.75,3.0,2.0,11.0,8.0,1.835,1.0,1.0,19.0,0.0,2.0,0.0,501.0
1.0,0.0,24.75,12.5,2.0,6.0,4.0,1.5,1.0,1.0,12.0,1.0,2.0,120.0,568.0
1.0,0.0,25.0,0.875,2.0,14.0,8.0,1.04,1.0,0.0,0.0,1.0,2.0,160.0,5861.0
1.0,0.0,25.0,12.33,2.0,13.0,8.0,3.5,1.0,1.0,6.0,0.0,2.0,400.0,459.0
1.0,0.0,25.08,2.54,1.0,6.0,4.0,0.25,1.0,0.0,0.0,1.0,2.0,370.0,1.0
1.0,0.0,25.17,2.875,2.0,14.0,8.0,0.875,1.0,0.0,0.0,0.0,2.0,360.0,1.0
1.0,0.0,25.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
1.0,0.0,25.75,0.5,2.0,8.0,8.0,0.875,1.0,0.0,0.0,1.0,2.0,491.0,1.0
1.0,0.0,26.08,8.665,2.0,6.0,4.0,1.415,1.0,0.0,0.0,0.0,2.0,160.0,151.0
1.0,0.0,26.92,13.5,2.0,11.0,8.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,5001.0
1.0,0.0,27.42,14.5,2.0,14.0,8.0,3.085,1.0,1.0,1.0,0.0,2.0,120.0,12.0
1.0,0.0,28.08,15.0,1.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,13213.0
1.0,0.0,28.17,0.375,2.0,11.0,4.0,0.585,1.0,1.0,4.0,0.0,2.0,80.0,1.0
1.0,0.0,28.42,3.5,2.0,9.0,4.0,0.835,1.0,0.0,0.0,0.0,1.0,280.0,1.0
1.0,0.0,28.5,3.04,1.0,14.0,8.0,2.54,1.0,1.0,1.0,0.0,2.0,70.0,1.0
1.0,0.0,28.67,1.04,2.0,8.0,4.0,2.5,1.0,1.0,5.0,1.0,2.0,300.0,1431.0
1.0,0.0,28.75,3.75,2.0,8.0,4.0,1.085,1.0,1.0,1.0,1.0,2.0,371.0,1.0
1.0,0.0,29.5,0.46,2.0,4.0,4.0,0.54,1.0,1.0,4.0,0.0,2.0,380.0,501.0
1.0,0.0,30.0,5.29,2.0,10.0,2.0,2.25,1.0,1.0,5.0,1.0,2.0,99.0,501.0
1.0,0.0,30.5,6.5,2.0,8.0,5.0,4.0,1.0,1.0,7.0,1.0,2.0,0.0,3066.0
1.0,0.0,30.67,12.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,220.0,20.0
1.0,0.0,31.25,3.75,2.0,13.0,8.0,0.625,1.0,1.0,9.0,1.0,2.0,181.0,1.0
1.0,0.0,32.17,1.46,2.0,9.0,4.0,1.085,1.0,1.0,16.0,0.0,2.0,120.0,2080.0
1.0,0.0,32.33,0.54,2.0,13.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,440.0,11178.0
1.0,0.0,33.08,4.625,2.0,11.0,8.0,1.625,1.0,1.0,2.0,0.0,2.0,0.0,1.0
1.0,0.0,33.67,0.375,2.0,13.0,4.0,0.375,0.0,0.0,0.0,0.0,2.0,300.0,45.0
1.0,0.0,35.42,12.0,2.0,11.0,8.0,14.0,1.0,1.0,8.0,0.0,2.0,0.0,6591.0
1.0,0.0,35.75,0.915,2.0,6.0,4.0,0.75,1.0,1.0,4.0,0.0,2.0,0.0,1584.0
1.0,0.0,36.0,1.0,2.0,8.0,4.0,2.0,1.0,1.0,11.0,0.0,2.0,0.0,457.0
1.0,0.0,36.75,5.125,2.0,10.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,4001.0
1.0,0.0,37.75,5.5,2.0,11.0,4.0,0.125,1.0,0.0,0.0,1.0,2.0,228.0,1.0
1.0,0.0,38.25,6.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
1.0,0.0,40.33,7.54,1.0,11.0,8.0,8.0,1.0,1.0,14.0,0.0,2.0,0.0,2301.0
1.0,0.0,40.83,10.0,2.0,11.0,8.0,1.75,1.0,0.0,0.0,0.0,2.0,29.0,838.0
1.0,0.0,41.0,2.04,1.0,11.0,8.0,0.125,1.0,1.0,23.0,1.0,2.0,455.0,1237.0
